role,fit,natural_percentage,adapted_percentage,compressed,over_time
{'S': 'Diretor Comercial'},{'N': '47'},"{'S': '[{""F"": 45, ""L"": 87, ""O"": 80, ""W"": 28}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '43'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 62, ""L"": 67, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Agente de Atendimento'},{'N': '0'},"{'S': '[{""F"": 43, ""L"": 59, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 59, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '78'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 52, ""W"": 28}]'}","{'S': '[{""F"": 40, ""L"": 86, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Atendimento'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Recursos Humanos'},{'N': '76'},"{'S': '[{""F"": 17, ""L"": 87, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Atendente'},{'N': '68'},"{'S': '[{""F"": 13, ""L"": 95, ""O"": 80, ""W"": 95}]'}","{'S': '[{""F"": 8, ""L"": 81, ""O"": 65, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Comercial'},{'N': '80'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 36, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 86, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Administrativo de Pessoal'},{'N': '70'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 53, ""L"": 67, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '82'},"{'S': '[{""F"": 45, ""L"": 87, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 37, ""L"": 88, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '80'},"{'S': '[{""F"": 95, ""L"": 74, ""O"": 44, ""W"": 28}]'}","{'S': '[{""F"": 76, ""L"": 75, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Administracao de Pessoal'},{'N': '53'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '54'},"{'S': '[{""F"": 35, ""L"": 28, ""O"": 92, ""W"": 88}]'}","{'S': '[{""F"": 25, ""L"": 22, ""O"": 75, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Industrial'},{'N': '44'},"{'S': '[{""F"": 39, ""L"": 59, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 39, ""O"": 53, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '0'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 25, ""L"": 39, ""O"": 59, ""W"": 92}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '48'},"{'S': '[{""F"": 88, ""L"": 59, ""O"": 52, ""W"": 34}]'}","{'S': '[{""F"": 69, ""L"": 62, ""O"": 46, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Laboratorio'},{'N': '53'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 39, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '79'},"{'S': '[{""F"": 39, ""L"": 95, ""O"": 88, ""W"": 34}]'}","{'S': '[{""F"": 25, ""L"": 92, ""O"": 30, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '62'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 59, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Processos'},{'N': '65'},"{'S': '[{""F"": 20, ""L"": 95, ""O"": 52, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Atendente'},{'N': '39'},"{'S': '[{""F"": 75, ""L"": 95, ""O"": 44, ""W"": 19}]'}","{'S': '[{""F"": 40, ""L"": 91, ""O"": 20, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '40'},"{'S': '[{""F"": 95, ""L"": 74, ""O"": 44, ""W"": 19}]'}","{'S': '[{""F"": 76, ""L"": 62, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '49'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 39, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '55'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 88, ""W"": 43}]'}","{'S': '[{""F"": 8, ""L"": 88, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro de Dados'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'SDR Sales Development Representative'},{'N': '81'},"{'S': '[{""F"": 28, ""L"": 35, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 65, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Area'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 35, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 65, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 76, ""L"": 39, ""O"": 59, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '59'},"{'S': '[{""F"": 50, ""L"": 45, ""O"": 67, ""W"": 79}]'}","{'S': '[{""F"": 47, ""L"": 67, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '80'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 44, ""W"": 43}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 46, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '40'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 62, ""L"": 75, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Comercial R.B.'},{'N': '77'},"{'S': '[{""F"": 95, ""L"": 95, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 83, ""L"": 86, ""O"": 20, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Tecnico Administrativo'},{'N': '51'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '50'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Advogado Especialista em Meio Ambiente'},{'N': '52'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 36, ""W"": 34}]'}","{'S': '[{""F"": 76, ""L"": 75, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente_de_Operacoes'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Recursos Humanos'},{'N': '52'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 88, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 20, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Tecnologia'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 67, ""O"": 41, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Administrador'},{'N': '62'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '64'},"{'S': '[{""F"": 75, ""L"": 51, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 79, ""L"": 50, ""O"": 30, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '70'},"{'S': '[{""F"": 75, ""L"": 59, ""O"": 44, ""W"": 19}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '68'},"{'S': '[{""F"": 50, ""L"": 95, ""O"": 58, ""W"": 43}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Remuneracao'},{'N': '69'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Geral'},{'N': '52'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 80, ""W"": 34}]'}","{'S': '[{""F"": 37, ""L"": 90, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Especialista em Customer Success'},{'N': '73'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 44, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 89, ""O"": 41, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '51'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 36, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'SDR Sales Development Representative'},{'N': '36'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 36, ""W"": 34}]'}","{'S': '[{""F"": 83, ""L"": 67, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '85'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '69'},"{'S': '[{""F"": 24, ""L"": 59, ""O"": 95, ""W"": 64}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 72, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Contas'},{'N': '70'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 58, ""W"": 43}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '63'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Atendimento'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 46, ""W"": 29}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Designer de Produto'},{'N': '45'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 67, ""W"": 43}]'}","{'S': '[{""F"": 53, ""L"": 88, ""O"": 20, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Vendas'},{'N': '82'},"{'S': '[{""F"": 88, ""L"": 74, ""O"": 29, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '77'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 36, ""W"": 79}]'}","{'S': '[{""F"": 62, ""L"": 75, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
"{'S': 'Gerente de Publicidade, Propaganda e Promocoes'}",{'N': '50'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 41, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '46'},"{'S': '[{""F"": 45, ""L"": 45, ""O"": 67, ""W"": 43}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 53, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Recepcionista'},{'N': '64'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 36, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CMO Chief Marketing Officer'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 59, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 76, ""L"": 62, ""O"": 27, ""W"": 43}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Marketing Digital'},{'N': '60'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 46, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '80'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 65, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Geral'},{'N': '53'},"{'S': '[{""F"": 50, ""L"": 51, ""O"": 67, ""W"": 43}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro de Dados'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Diretor Administrativo'},{'N': '56'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 92, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Executivo de RH'},{'N': '75'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 58, ""W"": 28}]'}","{'S': '[{""F"": 53, ""L"": 67, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Comercial'},{'N': '64'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 75, ""O"": 30, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Atendimento'},{'N': '87'},"{'S': '[{""F"": 24, ""L"": 35, ""O"": 95, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 22, ""O"": 65, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '68'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 44, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 39, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '88'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 36, ""W"": 53}]'}","{'S': '[{""F"": 69, ""L"": 75, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '63'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 8, ""L"": 75, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '76'},"{'S': '[{""F"": 95, ""L"": 51, ""O"": 36, ""W"": 34}]'}","{'S': '[{""F"": 95, ""L"": 50, ""O"": 20, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '41'},"{'S': '[{""F"": 32, ""L"": 28, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 72, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Operacional'},{'N': '50'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 36, ""W"": 79}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Filial'},{'N': '37'},"{'S': '[{""F"": 17, ""L"": 59, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 29, ""O"": 46, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '75'},"{'S': '[{""F"": 54, ""L"": 95, ""O"": 44, ""W"": 59}]'}","{'S': '[{""F"": 69, ""L"": 88, ""O"": 20, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '29'},"{'S': '[{""F"": 20, ""L"": 35, ""O"": 95, ""W"": 95}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 87, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '66'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 91, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Geral'},{'N': '74'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 44, ""W"": 34}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Administrativo'},{'N': '53'},"{'S': '[{""F"": 39, ""L"": 59, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 8, ""L"": 75, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'SDR Sales Development Representative'},{'N': '35'},"{'S': '[{""F"": 95, ""L"": 74, ""O"": 36, ""W"": 34}]'}","{'S': '[{""F"": 79, ""L"": 67, ""O"": 30, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador Financeiro'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Coordenador de Recursos Humanos'},{'N': '53'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '63'},"{'S': '[{""F"": 60, ""L"": 51, ""O"": 29, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 67, ""O"": 30, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Atuarial'},{'N': '80'},"{'S': '[{""F"": 45, ""L"": 45, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Implantacao'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Vendas'},{'N': '40'},"{'S': '[{""F"": 32, ""L"": 74, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 8, ""L"": 67, ""O"": 65, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'COO Chief Operating Officer'},{'N': '88'},"{'S': '[{""F"": 88, ""L"": 74, ""O"": 29, ""W"": 53}]'}","{'S': '[{""F"": 79, ""L"": 62, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Operacoes Industriais'},{'N': '38'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 80, ""W"": 28}]'}","{'S': '[{""F"": 83, ""L"": 50, ""O"": 20, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '77'},"{'S': '[{""F"": 17, ""L"": 74, ""O"": 67, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 75, ""O"": 65, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '88'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 36, ""W"": 28}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '31'},"{'S': '[{""F"": 88, ""L"": 87, ""O"": 44, ""W"": 43}]'}","{'S': '[{""F"": 32, ""L"": 89, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '50'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 69, ""L"": 29, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Administrativo'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 79, ""L"": 50, ""O"": 41, ""W"": 43}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '80'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 88, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Vice-Presidente'},{'N': '67'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 40, ""L"": 86, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Executivo'},{'N': '38'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 58, ""W"": 79}]'}","{'S': '[{""F"": 79, ""L"": 29, ""O"": 27, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Pessoal'},{'N': '71'},"{'S': '[{""F"": 17, ""L"": 87, ""O"": 92, ""W"": 88}]'}","{'S': '[{""F"": 25, ""L"": 81, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Producao'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Dho - Remuneracao'},{'N': '76'},"{'S': '[{""F"": 24, ""L"": 87, ""O"": 88, ""W"": 88}]'}","{'S': '[{""F"": 37, ""L"": 62, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Marketing'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 62, ""O"": 41, ""W"": 43}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Logistica'},{'N': '56'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Promotor de Vendas'},{'N': '54'},"{'S': '[{""F"": 39, ""L"": 59, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 30, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '41'},"{'S': '[{""F"": 28, ""L"": 51, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Administrativo'},{'N': '37'},"{'S': '[{""F"": 28, ""L"": 45, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
